name,id,email,gender,birthdate,role
Pei Wen a/p Lee,S2025045681,pei.wen.lee@student.gmi.edu.my,Female,2003-11-26,student
Saravanan a/l Rangasamy,S2025186724,saravanan.rangasamy2@student.gmi.edu.my,Male,2006-12-04,student
Anita a/p Krishnan,S2025463914,anita.krishnan@student.gmi.edu.my,Female,2001-01-21,student
Lakshmi a/p Murugan,S2025684763,lakshmi.murugan@student.gmi.edu.my,Female,2000-06-12,student
Deepa a/p Subramaniam,S2025149053,deepa.subramaniam3@student.gmi.edu.my,Female,2000-03-27,student
Harith bin Jamal,S2025494240,harith.jamal@student.gmi.edu.my,Male,2003-08-17,student
Meera a/p Muthu,S2025227210,meera.muthu2@student.gmi.edu.my,Female,2002-03-05,student
Yee Ling a/p Pang,S2025374603,yee.ling.pang2@student.gmi.edu.my,Female,2007-04-18,student
Faiz bin Ahmad,S2025973662,faiz.ahmad@student.gmi.edu.my,Male,2001-12-27,student
Ramesh a/l Gopal,S2025930728,ramesh.gopal@student.gmi.edu.my,Male,2000-09-23,student
Iqbal bin Mahmud,S2025075628,iqbal.mahmud@student.gmi.edu.my,Male,2007-12-23,student
Mani a/l Venkatesh,S2025271792,mani.venkatesh@student.gmi.edu.my,Male,2000-04-20,student
Lakshmi a/p Rangasamy,S2025966940,lakshmi.rangasamy2@student.gmi.edu.my,Female,2002-05-15,student
Umaira binti Aziz,S2025268029,umaira.aziz@student.gmi.edu.my,Female,2001-11-09,student
Saravanan a/l Rangasamy,S2025622969,saravanan.rangasamy3@student.gmi.edu.my,Male,2007-09-30,student
Yee Ling a/p Chen,F2025095857,yee.ling.chen@staff.gmi.edu.my,Female,1998-09-17,staff
Shafiqah binti Jamil,S2025998087,shafiqah.jamil2@student.gmi.edu.my,Female,2000-09-06,student
Harith bin Jamal,S2025730187,harith.jamal2@student.gmi.edu.my,Male,2006-08-21,student
Jun Wei a/l Yeo,S2025677684,jun.wei.yeo@student.gmi.edu.my,Male,2006-03-15,student
Kai Wen a/l Wong,S2025280427,kai.wen.wong@student.gmi.edu.my,Male,2004-12-10,student
Vijay a/l Balakrishnan,T2025588910,vijay.balakrishnan2@tto.gmi.edu.my,Male,1983-12-24,TTO
Mani a/l Perumal,S2025950403,mani.perumal6@student.gmi.edu.my,Male,2003-06-01,student
Anand a/l Rangasamy,S2025948615,anand.rangasamy@student.gmi.edu.my,Male,2006-03-06,student
Yan Yi a/p Chin,S2025645861,yan.yi.chin2@student.gmi.edu.my,Female,2000-04-30,student
Sabrina binti Shukri,S2025367841,sabrina.shukri2@student.gmi.edu.my,Female,2001-08-10,student
Lakshmi a/p Perumal,S2025403848,lakshmi.perumal5@student.gmi.edu.my,Female,2006-09-03,student
Khadijah binti Basir,S2025603101,khadijah.basir@student.gmi.edu.my,Female,2006-02-02,student
Anita a/p Venkatesh,S2025986472,anita.venkatesh4@student.gmi.edu.my,Female,2000-06-06,student
Yu Xuan a/l Tan,S2025493985,yu.xuan.tan@student.gmi.edu.my,Male,2002-07-14,student
Anusha a/p Balakrishnan,S2025499348,anusha.balakrishnan2@student.gmi.edu.my,Female,2001-05-02,student
Amir bin Halimi,S2025427184,amir.halimi@student.gmi.edu.my,Male,2004-01-06,student
Anand a/l Murugan,S2025979346,anand.murugan@student.gmi.edu.my,Male,2001-12-01,student
Shalini a/p Muthu,S2025565459,shalini.muthu4@student.gmi.edu.my,Female,2000-06-20,student
Meera a/p Raman,T2025371395,meera.raman@tto.gmi.edu.my,Female,1990-02-11,TTO
Pei Wen a/p Ng,S2025462316,pei.wen.ng@student.gmi.edu.my,Female,2002-04-22,student
Jia Yi a/p Chia,S2025519955,jia.yi.chia@student.gmi.edu.my,Female,2007-03-22,student
Lakshmi a/p Muthu,S2025772050,lakshmi.muthu4@student.gmi.edu.my,Female,2006-05-21,student
Hui Xin a/p Chai,T2025986513,hui.xin.chai@tto.gmi.edu.my,Female,1977-11-20,TTO
Jia Hao a/l Yeo,S2025000824,jia.hao.yeo@student.gmi.edu.my,Male,2002-06-29,student
Kumar a/l Murugan,S2025031040,kumar.murugan3@student.gmi.edu.my,Male,2001-07-10,student
Zubair bin Zawawi,S2025089760,zubair.zawawi@student.gmi.edu.my,Male,2003-09-22,student
Qin Yi a/p Tan,S2025429370,qin.yi.tan2@student.gmi.edu.my,Female,2003-02-06,student
Divya a/p Rangasamy,S2025530255,divya.rangasamy2@student.gmi.edu.my,Female,2002-02-15,student
Karthik a/l Muthu,S2025990361,karthik.muthu5@student.gmi.edu.my,Male,2004-04-19,student
Lakshmi a/p Subramaniam,F2025247336,lakshmi.subramaniam@staff.gmi.edu.my,Female,1999-05-12,staff
Faris bin Zawawi,S2025507835,faris.zawawi@student.gmi.edu.my,Male,2007-10-20,student
Xue Ting a/p Pang,S2025665210,xue.ting.pang3@student.gmi.edu.my,Female,2005-03-17,student
Zi Ying a/p Wong,S2025787072,zi.ying.wong@student.gmi.edu.my,Female,2000-06-21,student
Ramesh a/l Krishnan,S2025084585,ramesh.krishnan2@student.gmi.edu.my,Male,2001-08-21,student
Talha bin Abdullah,S2025824476,talha.abdullah@student.gmi.edu.my,Male,2007-01-13,student
Ridwan bin Zaki,S2025555340,ridwan.zaki@student.gmi.edu.my,Male,2005-03-25,student
Meera a/p Gopal,S2025537302,meera.gopal@student.gmi.edu.my,Female,2001-10-16,student
Zi Hao a/l Yeo,S2025151331,zi.hao.yeo@student.gmi.edu.my,Male,2003-11-29,student
Zara binti Rahim,S2025414487,zara.rahim@student.gmi.edu.my,Female,2001-11-15,student
Mariam binti Osman,S2025736839,mariam.osman@student.gmi.edu.my,Female,2003-05-31,student
Wei Jian a/l Teh,S2025493746,wei.jian.teh@student.gmi.edu.my,Male,2000-05-21,student
Yee Ling a/p Koh,S2025109015,yee.ling.koh2@student.gmi.edu.my,Female,2004-05-25,student
Jun Wei a/l Phang,S2025011879,jun.wei.phang3@student.gmi.edu.my,Male,2003-08-28,student
Asya a/p Raman,S2025522670,asya.raman4@student.gmi.edu.my,Female,2007-06-26,student
Divya a/p Muthu,S2025335580,divya.muthu2@student.gmi.edu.my,Female,2001-06-15,student
Priya a/p Raman,S2025179211,priya.raman4@student.gmi.edu.my,Female,2000-12-13,student
Jasmine binti Ismail,S2025419644,jasmine.ismail@student.gmi.edu.my,Female,2007-04-13,student
Khairul bin Sulaiman,S2025044768,khairul.sulaiman@student.gmi.edu.my,Male,2007-07-10,student
Aisyah binti Rahman,S2025179253,aisyah.rahman@student.gmi.edu.my,Female,2003-12-14,student
Zhi Yang a/l Tan,S2025764435,zhi.yang.tan@student.gmi.edu.my,Male,2003-06-18,student
Zi Ying a/p Koh,S2025920080,zi.ying.koh@student.gmi.edu.my,Female,2003-06-22,student
Suresh a/l Muthu,S2025508700,suresh.muthu@student.gmi.edu.my,Male,2004-03-02,student
Anita a/p Subramaniam,S2025002742,anita.subramaniam2@student.gmi.edu.my,Female,2003-07-21,student
Hui Xin a/p Lee,S2025141249,hui.xin.lee2@student.gmi.edu.my,Female,2005-03-16,student
Liang a/l Lim,S2025625491,liang.lim@student.gmi.edu.my,Male,2007-02-16,student
Lina binti Omar,S2025320314,lina.omar@student.gmi.edu.my,Female,2006-01-31,student
Mei Ling a/p Chai,S2025818894,mei.ling.chai2@student.gmi.edu.my,Female,2002-06-04,student
Syazana binti Zawawi,T2025160719,syazana.zawawi@tto.gmi.edu.my,Female,1978-11-14,TTO
Safwan bin Fauzi,S2025924682,safwan.fauzi2@student.gmi.edu.my,Male,2002-05-08,student
Suresh a/l Raman,S2025276870,suresh.raman2@student.gmi.edu.my,Male,2001-05-04,student
Deepa a/p Muthu,S2025338895,deepa.muthu3@student.gmi.edu.my,Female,2007-11-18,student
Anita a/p Rangasamy,S2025873749,anita.rangasamy5@student.gmi.edu.my,Female,2007-01-26,student
Asya a/p Subramaniam,F2025969983,asya.subramaniam@staff.gmi.edu.my,Female,1970-08-03,staff
Saravanan a/l Rangasamy,T2025622953,saravanan.rangasamy@tto.gmi.edu.my,Male,1988-09-28,TTO
Arissa binti Hussein,S2025281192,arissa.hussein@student.gmi.edu.my,Female,2002-03-22,student
Mei Ling a/p Yeo,S2025551952,mei.ling.yeo@student.gmi.edu.my,Female,2000-07-30,student
Zhi Yang a/l Chin,S2025098521,zhi.yang.chin2@student.gmi.edu.my,Male,2001-08-27,student
Vijay a/l Subramaniam,T2025560025,vijay.subramaniam@tto.gmi.edu.my,Male,1980-10-05,TTO
Nurul binti Kassim,S2025264583,nurul.kassim@student.gmi.edu.my,Female,2001-02-13,student
Anand a/l Subramaniam,S2025783085,anand.subramaniam@student.gmi.edu.my,Male,2005-09-21,student
Wei Han a/l Teh,S2025407376,wei.han.teh2@student.gmi.edu.my,Male,2007-06-27,student
Kumar a/l Venkatesh,S2025133569,kumar.venkatesh2@student.gmi.edu.my,Male,2007-04-17,student
Jun Wei a/l Pang,S2025766249,jun.wei.pang2@student.gmi.edu.my,Male,2000-02-29,student
Liang a/l Chen,F2025607341,liang.chen@staff.gmi.edu.my,Male,1987-01-28,staff
Ai Ling a/p Ng,S2025682654,ai.ling.ng2@student.gmi.edu.my,Female,2006-04-23,student
Yusuf bin Mansor,S2025730995,yusuf.mansor@student.gmi.edu.my,Male,2001-11-11,student
Hui Xin a/p Chia,S2025963140,hui.xin.chia2@student.gmi.edu.my,Female,2003-03-18,student
Jia Yi a/p Wong,T2025050921,jia.yi.wong@tto.gmi.edu.my,Female,1980-07-17,TTO
Shalini a/p Rangasamy,S2025301182,shalini.rangasamy3@student.gmi.edu.my,Female,2006-11-17,student
Ridwan bin Nasir,S2025531228,ridwan.nasir@student.gmi.edu.my,Male,2001-05-16,student
Jia Yi a/p Pang,F2025398278,jia.yi.pang@staff.gmi.edu.my,Female,1992-06-17,staff
Kai Wen a/l Chia,T2025939142,kai.wen.chia@tto.gmi.edu.my,Male,1977-11-19,TTO
Murali a/l Gopal,S2025890211,murali.gopal3@student.gmi.edu.my,Male,2001-07-22,student
Hui Xin a/p Pang,S2025928982,hui.xin.pang2@student.gmi.edu.my,Female,2001-02-13,student
Yasmin binti Ridzuan,S2025577520,yasmin.ridzuan@student.gmi.edu.my,Female,2004-05-01,student
Xin Yi a/p Lee,S2025610831,xin.yi.lee@student.gmi.edu.my,Female,2003-11-05,student
Anand a/l Balakrishnan,S2025608280,anand.balakrishnan2@student.gmi.edu.my,Male,2000-06-01,student
Jasmine binti Rahim,S2025906001,jasmine.rahim@student.gmi.edu.my,Female,2003-08-15,student
Nalini a/p Krishnan,S2025498511,nalini.krishnan2@student.gmi.edu.my,Female,2001-04-05,student
Mei Ling a/p Tan,S2025060180,mei.ling.tan@student.gmi.edu.my,Female,2000-01-12,student
Hana binti Rahim,S2025958487,hana.rahim@student.gmi.edu.my,Female,2006-06-09,student
Faiz bin Yaacob,S2025770080,faiz.yaacob@student.gmi.edu.my,Male,2005-05-10,student
Wei Han a/l Liew,S2025953347,wei.han.liew@student.gmi.edu.my,Male,2004-04-06,student
Hao a/l Low,S2025745760,hao.low@student.gmi.edu.my,Male,2003-04-13,student
